FirstLast,Criteria,FirstLast,Year,YearsPlayed,RosterLink,Hometown,HS,ClassYear,College,First,Gender,Last,MidInit,MidName,Name,RosterYear
Anne Updegrove, Cornell,Anne Updegrove,1979,1,,,,,Cornell University,Anne,F,Updegrove,,,,
Molly Sandberg, Cornell,Molly Sandberg,2021,1,,,,,Cornell University,Molly,F,Sandberg,,,,
Angel Deng, Cornell,Angel Deng,2018,1,,,,,Cornell University,Angel,F,Deng,,,,
Kim Altman, Cornell,Kim Altman,1993,1,,,,,Cornell University,Kim,F,Altman,,,,
Stephanie Shau, Cornell,Stephanie Shau,1993,1,,,,,Cornell University,Stephanie,F,Shau,,,,
Leticia Candia, Cornell,Leticia Candia,1985,1,,,,,Cornell University,Leticia,F,Candia,,,,
Carolyn Young, Cornell,Carolyn Young,1985,1,,,,,Cornell University,Carolyn,F,Young,,,,
Mindy Alpert, Cornell,Mindy Alpert,1984,1,,,,,Cornell University,Mindy,F,Alpert,,,,
Beth Berkowitz, Cornell,Beth Berkowitz,1984,2,,,,,Cornell University,Beth,F,Berkowitz,,,,
Caroline Black, Cornell,Caroline Black,1982,1,,,,,Cornell University,Caroline,F,Black,,,,
Sarah Mott, Cornell,Sarah Mott,1982,1,,,,,Cornell University,Sarah,F,Mott,,,,
Maura Fecher, Cornell,Maura Fecher,1981,1,,,,,Cornell University,Maura,F,Fecher,,,,
Carrie Fishman, Cornell,Carrie Fishman,1981,1,,,,,Cornell University,Carrie,F,Fishman,,,,
Audrey Bernstein, Cornell,Audrey Bernstein,1980,1,,,,,Cornell University,Audrey,F,Bernstein,,,,
Lori Freimark, Cornell,Lori Freimark,1980,1,,,,,Cornell University,Lori,F,Freimark,,,,
Laura Friend, Cornell,Laura Friend,1980,2,,,,,Cornell University,Laura,F,Friend,,,,
Sandra Gilbert, Cornell,Sandra Gilbert,1980,1,,,,,Cornell University,Sandra,F,Gilbert,,,,
Lani Ong, Cornell,Lani Ong,1980,2,,,,,Cornell University,Lani,F,Ong,,,,
Barbara Stern, Cornell,Barbara Stern,1980,1,,,,,Cornell University,Barbara,F,Stern,,,,
Elizabeth Tang, Cornell,Elizabeth Tang,1980,1,,,,,Cornell University,Elizabeth,F,Tang,,,,
Linda Young, Cornell,Linda Young,1980,2,,,,,Cornell University,Linda,F,Young,,,,
Juli Bookstein, Cornell,Juli Bookstein,1979,1,,,,,Cornell University,Juli,F,Bookstein,,,,
Caren Eliezer, Cornell,Caren Eliezer,1979,3,,,,,Cornell University,Caren,F,Eliezer,,,,
Ann Louise Litin, Cornell,Ann Louise Litin,1979,3,,,,,Cornell University,Ann Louise,F,Litin,,,,
Tracy Patrick, Cornell,Tracy Patrick,1979,1,,,,,Cornell University,Tracy,F,Patrick,,,,
Lena Sun, Cornell,Lena Sun,1979,1,,,,,Cornell University,Lena,F,Sun,,,,
Gail Besner, Cornell,Gail Besner,1978,3,,,,,Cornell University,Gail,F,Besner,,,,
Diana Bletter, Cornell,Diana Bletter,1978,2,,,,,Cornell University,Diana,F,Bletter,,,,
Janet Davidson, Cornell,Janet Davidson,1978,1,,,,,Cornell University,Janet,F,Davidson,,,,
Helen Dupre, Cornell,Helen Dupre,1978,1,,,,,Cornell University,Helen,F,Dupre,,,,
Lisa Gollin, Cornell,Lisa Gollin,1978,3,,,,,Cornell University,Lisa,F,Gollin,,,,
Harriett Henderson, Cornell,Harriett Henderson,1978,2,,,,,Cornell University,Harriett,F,Henderson,,,,
Helen Johnson, Cornell,Helen Johnson,1978,4,,,,,Cornell University,Helen,F,Johnson,,,,
Gabrielle Kaufman, Cornell,Gabrielle Kaufman,1978,1,,,,,Cornell University,Gabrielle,F,Kaufman,,,,
Mary Ann Konczewski, Cornell,Mary Ann Konczewski,1978,2,,,,,Cornell University,Mary Ann,F,Konczewski,,,,
Susan E. Kroop, Cornell,Susan E. Kroop,1978,3,,,,,Cornell University,Susan E.,F,Kroop,,,,
Carmen Noguera, Cornell,Carmen Noguera,1978,2,,,,,Cornell University,Carmen,F,Noguera,,,,
Cathleen Redden, Cornell,Cathleen Redden,1978,3,,,,,Cornell University,Cathleen,F,Redden,,,,
Sarah Reynolds, Cornell,Sarah Reynolds,1978,4,,,,,Cornell University,Sarah,F,Reynolds,,,,
Lynne Schulte, Cornell,Lynne Schulte,1978,2,,,,,Cornell University,Lynne,F,Schulte,,,,
Holly Stein, Cornell,Holly Stein,1978,1,,,,,Cornell University,Holly,F,Stein,,,,
Kathleen Sullivan, Cornell,Kathleen Sullivan,1978,1,,,,,Cornell University,Kathleen,F,Sullivan,,,,
Linda Van Pelt, Cornell,Linda Van Pelt,1978,1,,,,,Cornell University,Linda,F,Van Pelt,,,,
Joanne Wallenstein, Cornell,Joanne Wallenstein,1978,1,,,,,Cornell University,Joanne,F,Wallenstein,,,,
Vivian Wohl, Cornell,Vivian Wohl,1978,1,,,,,Cornell University,Vivian,F,Wohl,,,,
Elena Bennett, Cornell,Elena Bennett,1977,1,,,,,Cornell University,Elena,F,Bennett,,,,
Renee Brown, Cornell,Renee Brown,1977,3,,,,,Cornell University,Renee,F,Brown,,,,
Karen Bruno, Cornell,Karen Bruno,1977,1,,,,,Cornell University,Karen,F,Bruno,,,,
Nancy Chenitz, Cornell,Nancy Chenitz,1977,3,,,,,Cornell University,Nancy,F,Chenitz,,,,
Amy Husten, Cornell,Amy Husten,1977,1,,,,,Cornell University,Amy,F,Husten,,,,
Kathy Anne Jones, Cornell,Kathy Anne Jones,1977,1,,,,,Cornell University,Kathy Anne,F,Jones,,,,
Pamela Mooney, Cornell,Pamela Mooney,1977,1,,,,,Cornell University,Pamela,F,Mooney,,,,
Rita Redburg, Cornell,Rita Redburg,1977,3,,,,,Cornell University,Rita,F,Redburg,,,,
Cathy Rogers, Cornell,Cathy Rogers,1977,1,,,,,Cornell University,Cathy,F,Rogers,,,,
Karen Seidler, Cornell,Karen Seidler,1977,1,,,,,Cornell University,Karen,F,Seidler,,,,
Barbara Sih, Cornell,Barbara Sih,1977,3,,,,,Cornell University,Barbara,F,Sih,,,,
Mary Ellen Benning, Cornell,Mary Ellen Benning,1976,2,,,,,Cornell University,Mary Ellen,F,Benning,,,,
Anne Bowen, Cornell,Anne Bowen,1976,1,,,,,Cornell University,Anne,F,Bowen,,,,
Pamela Coulter, Cornell,Pamela Coulter,1976,1,,,,,Cornell University,Pamela,F,Coulter,,,,
Deidra Dain, Cornell,Deidra Dain,1976,1,,,,,Cornell University,Deidra,F,Dain,,,,
Phyllis Graber, Cornell,Phyllis Graber,1976,2,,,,,Cornell University,Phyllis,F,Graber,,,,
Abby Henneman, Cornell,Abby Henneman,1976,3,,,,,Cornell University,Abby,F,Henneman,,,,
Karen Krinsky, Cornell,Karen Krinsky,1976,2,,,,,Cornell University,Karen,F,Krinsky,,,,
Christine Miller, Cornell,Christine Miller,1976,2,,,,,Cornell University,Christine,F,Miller,,,,
Karen Roche, Cornell,Karen Roche,1976,2,,,,,Cornell University,Karen,F,Roche,,,,
Barbara Ann Sugarman, Cornell,Barbara Ann Sugarman,1976,1,,,,,Cornell University,Barbara Ann,F,Sugarman,,,,
Sherllyn Burnett, Cornell,Sherllyn Burnett,1975,1,,,,,Cornell University,Sherllyn,F,Burnett,,,,
Carol Clark, Cornell,Carol Clark,1975,1,,,,,Cornell University,Carol,F,Clark,,,,
Martha Golar, Cornell,Martha Golar,1975,1,,,,,Cornell University,Martha,F,Golar,,,,
Brenda Guerrera, Cornell,Brenda Guerrera,1975,1,,,,,Cornell University,Brenda,F,Guerrera,,,,
Harriett Haan, Cornell,Harriett Haan,1975,1,,,,,Cornell University,Harriett,F,Haan,,,,
Harriett Haas, Cornell,Harriett Haas,1975,1,,,,,Cornell University,Harriett,F,Haas,,,,
Marilyn Neiman, Cornell,Marilyn Neiman,1975,1,,,,,Cornell University,Marilyn,F,Neiman,,,,
Elizabeth Sagan, Cornell,Elizabeth Sagan,1975,1,,,,,Cornell University,Elizabeth,F,Sagan,,,,
Mary Ann Wickes, Cornell,Mary Ann Wickes,1975,1,,,,,Cornell University,Mary Ann,F,Wickes,,,,
Lucy Babcox, Cornell,Lucy Babcox,1974,1,,,,,Cornell University,Lucy,F,Babcox,,,,
Alice Bron, Cornell,Alice Bron,1974,1,,,,,Cornell University,Alice,F,Bron,,,,
Roberta Frank, Cornell,Roberta Frank,1974,1,,,,,Cornell University,Roberta,F,Frank,,,,
Moira Hearne, Cornell,Moira Hearne,1974,1,,,,,Cornell University,Moira,F,Hearne,,,,
Sue Coan, Cornell,Sue Coan,1973,1,,,,,Cornell University,Sue,F,Coan,,,,
Wendy Jennis, Cornell,Wendy Jennis,1973,1,,,,,Cornell University,Wendy,F,Jennis,,,,
Valerie DeMelville, Cornell,Valerie DeMelville,1972,1,,,,,Cornell University,Valerie,F,DeMelville,,,,
Blythe Tracy, Cornell,Blythe Tracy,1972,1,,,,,Cornell University,Blythe,F,Tracy,,,,
Winifred Johnson, Cornell,Winifred Johnson,1981,1,,,,,Cornell University,Johnson,F,Winifred,,,,
